id,x,y,z
856,-2670335.6401360217,-4469718.259627024,3671559.7188978232
857,-2670342.6897741337,-4469701.591114398,3671582.2106552087
858,-2670332.528120587,-4469705.798724565,3671573.1319755954
859,-2670355.4699104666,-4469688.659009686,3671577.23040342
860,-2670351.700303725,-4469687.509868696,3671581.170985677
861,-2670328.6206640075,-4469704.639171819,3671577.184736602
862,-2670352.674209377,-4469687.122206682,3671581.0224626255
863,-2670329.7374468395,-4469704.322473156,3671576.7780705383
864,-2670359.8413159815,-4469689.2594825085,3671573.2938947664
865,-2670345.7100470606,-4469702.4799745735,3671578.953502149
866,-2670339.7825737125,-4469699.7324515525,3671586.3688320396
867,-2670336.948128054,-4469706.572516845,3671569.158083927
868,-2670347.8135698168,-4469714.698875128,3671553.7951385733
869,-2670338.816016213,-4469700.115880571,3671586.603536813
870,-2670352.099556462,-4469697.438890771,3671574.8528921786
871,-2670340.9312964375,-4469699.559489274,3671585.851645732
872,-2670353.9677414754,-4469686.844156867,3671580.5968210334
873,-2670330.7298170677,-4469704.021659323,3671576.6148425885
874,-2670331.875222333,-4469703.71177302,3671576.161981403
875,-2670354.8112557842,-4469686.638277775,3671580.2363083055
876,-2670338.9456942687,-4469694.475677494,3671582.446866122
877,-2670343.541653448,-4469709.586979302,3671562.4416319774
878,-2670347.62766018,-4469700.291822306,3671568.8122033216
879,-2670349.6039748634,-4469704.9281872595,3671572.989363845
880,-2670348.814724824,-4469705.823766601,3671572.493900632
881,-2670347.576305363,-4469706.280118904,3671572.7159270695
882,-2670355.1111679026,-4469702.368026848,3671560.997951442
883,-2670335.916605633,-4469707.226425405,3671569.7863868005
884,-2670357.8972609006,-4469689.899946312,3671573.9413441983
885,-2670343.694475452,-4469703.010876495,3671579.80238086
886,-2670335.2843625033,-4469707.241006017,3671570.1391992746
887,-2670358.90594318,-4469689.548044574,3671573.7417231216
888,-2670344.856041396,-4469702.669139502,3671579.324529091
889,-2670340.2416720027,-4469710.648535294,3671563.404087822
890,-2670351.2029480017,-4469699.13981449,3671567.7429238535
891,-2670341.3856771216,-4469710.209157039,3671563.1433781167
892,-2670349.9445929606,-4469699.5487965625,3671568.088467181
893,-2670356.703990666,-4469690.228442494,3671574.4235705645
894,-2670342.985415776,-4469703.259200236,3671580.031689171
895,-2670342.309724729,-4469710.001633268,3671562.8130455045
896,-2670348.890638328,-4469700.015614061,3671568.216382064
897,-2670339.2423867066,-4469708.109726711,3671566.349757321
898,-2670353.1436530505,-4469688.986759258,3671578.5494413376
899,-2670340.3247253564,-4469701.673384224,3671583.7854615985
900,-2670347.1217968985,-4469704.061176243,3671576.4186739516
901,-2670338.406813185,-4469708.506438236,3671566.888371013
902,-2670361.3890584605,-4469690.523383421,3671570.6471694415
903,-2670337.4448723723,-4469708.792472292,3671567.4102733987
904,-2670359.9951459477,-4469691.056743432,3671571.026633729
905,-2670342.1198200327,-4469701.098834475,3671583.217773244
906,-2670333.1583564803,-4469705.078117101,3671573.461644252
907,-2670356.0930192363,-4469687.842955946,3671577.905216033
908,-2670341.3615486515,-4469701.250787145,3671583.5300760707
909,-2670331.165593323,-4469705.834929428,3671574.245429129
910,-2670332.1832963955,-4469705.450692518,3671573.7847180367
911,-2670355.1949060266,-4469688.313427085,3671577.985214889
912,-2670343.740453643,-4469711.459090884,3671560.22410166
913,-2670325.411390315,-4469701.57585713,3671583.4152620183
914,-2670344.9119781684,-4469711.1933460375,3671559.8199118436
915,-2670345.638393247,-4469710.879993934,3671559.656700308
916,-2670341.9099299414,-4469693.366959964,3671581.5594524187
917,-2670344.9382968456,-4469704.588585723,3671576.771195001
918,-2670352.1245531403,-4469700.662898368,3671565.04515243
919,-2670346.1436888985,-4469704.139229953,3671576.6509499224
920,-2670357.946740892,-4469691.77340372,3671571.605511928
921,-2670351.0391867124,-4469701.015226002,3671565.558796846
922,-2670350.175078394,-4469701.298938048,3671565.822791945
923,-2670342.44004922,-4469711.98627129,3671560.4398131063
924,-2670344.048634565,-4469704.888002458,3671577.034660033
925,-2670349.117411306,-4469701.852353491,3671565.8659433117
926,-2670341.8931481447,-4469709.262246751,3671563.8181392686
927,-2670347.501779707,-4469699.693704761,3671569.6091743293
928,-2670340.870285757,-4469709.819246522,3671563.987284504
929,-2670339.7475867216,-4469710.070102053,3671564.426026143
930,-2670361.267164745,-4469692.332008173,3671568.427183846
931,-2670347.4741318286,-4469705.5784224095,3671573.828330997
932,-2670338.806573504,-4469710.286521947,3671564.706031814
933,-2670360.4002745165,-4469692.738212142,3671568.4932383867
934,-2670348.5195509633,-4469705.300319234,3671573.4783761273
935,-2670343.377027144,-4469702.520930494,3671580.589680612
936,-2670356.3490960207,-4469689.775390037,3671575.279690575
937,-2670357.4710916216,-4469689.300439257,3671575.026067722
938,-2670334.5425374587,-4469707.108558679,3671570.852640414
939,-2670350.4809297384,-4469713.411903902,3671556.8447276233
940,-2670344.4498734046,-4469702.282820151,3671580.1024457156
941,-2670341.047613878,-4469703.241380449,3671581.2460747403
942,-2670333.7418520222,-4469707.083972402,3671571.374522854
943,-2670354.483432933,-4469690.427581555,3671575.8908648323
944,-2670355.5797084887,-4469690.003659489,3671575.559567826
945,-2670342.6399586494,-4469702.685500897,3671580.8195791394
946,-2670348.4027909,-4469699.448467075,3671569.2719897013
947,-2670343.9170080787,-4469713.332528354,3671557.9864881393
948,-2670328.154526559,-4469702.362682948,3671580.3089993033
949,-2670350.1847169506,-4469703.275642596,3671563.3736055586
950,-2670344.978027964,-4469713.114031057,3671557.518629178
951,-2670329.064336456,-4469702.027052561,3671580.2648031088
952,-2670346.0505159455,-4469712.732485664,3671557.3260336174
953,-2670352.335663698,-4469702.5929084495,3671562.817819293
954,-2670325.9945984106,-4469703.108350949,3671580.8988064267
955,-2670347.0748559823,-4469712.454705103,3671556.86998957
956,-2670327.0266952375,-4469702.754122841,3671580.6332646883
957,-2670343.5510339895,-4469695.05114609,3671578.9416817967
958,-2670353.538074607,-4469702.333540381,3671562.2453938094
959,-2670359.1836569957,-4469693.2348572835,3671568.8580985684
960,-2670345.238936719,-4469706.349399231,3671574.2691729316
961,-2670324.1689425367,-4469704.980489223,3671591.3903151555
962,-2670323.3949787347,-4469705.336753025,3671591.1559257912
963,-2670321.8606783394,-4469700.146014818,3671587.7271265374
964,-2670325.4014198286,-4469705.625150955,3671579.3722415203
965,-2670347.7470237673,-4469705.946986421,3671561.973640882
966,-2670334.609831856,-4469700.98379014,3671588.7313295202
967,-2670348.7694055834,-4469705.631169886,3671561.616834323
968,-2670343.5345290597,-4469715.67704204,3671555.9113685302
969,-2670333.4564471245,-4469701.390936416,3671589.055066217
970,-2670323.5312398784,-4469706.173589246,3671579.9566477225
971,-2670349.793913087,-4469705.318066321,3671561.2379352064
972,-2670344.6910657184,-4469715.274750969,3671555.5794785162
973,-2670324.5739520015,-4469705.849015045,3671579.4920979575
974,-2670335.168197419,-4469713.354935319,3671563.3479187046
975,-2670346.5940468092,-4469716.138840477,3671556.217327509
976,-2670335.5928662946,-4469700.68134628,3671588.404062979
977,-2670343.7293270207,-4469708.09745239,3671572.6414004928
978,-2670349.223883465,-4469698.084981707,3671578.136071455
979,-2670357.7383769006,-4469695.635991694,3671567.067841809
980,-2670318.508303704,-4469702.905804102,3671586.6392321666
981,-2670356.496029274,-4469696.032361152,3671567.3997983616
982,-2670320.4264718397,-4469702.51909324,3671585.7036548397
983,-2670319.4973247997,-4469702.667633627,3671586.229920042
984,-2670336.559560012,-4469704.807963359,3671582.5771650174
985,-2670350.5277801594,-4469691.689534271,3671577.0501982323
986,-2670328.7877956764,-4469708.959076166,3671573.187487426
987,-2670337.284878469,-4469704.494042071,3671582.4499871815
988,-2670364.3990237815,-4469684.242758594,3671575.600895962
989,-2670336.939711802,-4469710.971888447,3671565.226116819
990,-2670344.318736783,-4469706.555704079,3671574.943709293
991,-2670335.9610141274,-4469711.262097429,3671565.5477714096
992,-2670365.278663576,-4469684.0202244595,3671575.2689692657
993,-2670333.00291507,-4469708.325981967,3671571.9267388256
994,-2670332.485613856,-4469708.566025205,3671572.286637895
995,-2670348.405760758,-4469701.894946499,3671571.4421889875
996,-2670338.669440658,-4469704.063670843,3671582.177329577
997,-2670352.5896072187,-4469691.01525453,3671576.514030061
998,-2670330.9894405836,-4469708.484548018,3671572.395131444
999,-2670332.438091242,-4469701.732985853,3671589.429060828
1000,-2670339.7194048245,-4469703.768612781,3671581.671842413
1001,-2670353.6104166456,-4469690.772660948,3671576.1389135653
1002,-2670329.669502971,-4469708.892136503,3671572.838673964
1003,-2670334.697936898,-4469702.970658001,3671586.1958978325
1004,-2670326.1827393896,-4469707.429508421,3671577.05762254
1005,-2670348.732481308,-4469689.769168396,3671580.66963146
1006,-2670333.8362087053,-4469703.036705218,3671586.686833697
1007,-2670327.112904843,-4469707.131806789,3671576.5900681284
1008,-2670349.7454852955,-4469689.421120554,3671580.3758529252
1009,-2670336.7477064226,-4469702.352892977,3671585.6519385353
1010,-2670346.734611627,-4469690.394566015,3671581.2014216064
1011,-2670335.824615772,-4469702.564132914,3671586.046184519
1012,-2670352.637180687,-4469706.95682654,3671558.73933284
1013,-2670351.4502178757,-4469707.295035333,3671559.205255261
1014,-2670347.7977068606,-4469689.996876298,3671580.9833076573
1015,-2670358.0141197485,-4469697.287304002,3671564.785325735
1016,-2670321.7773773703,-4469703.716213518,3671583.2108267844
1017,-2670327.902488079,-4469706.730535309,3671576.4357118425
1018,-2670320.7043670123,-4469704.308338655,3671583.442825474
1019,-2670319.7589848344,-4469704.657693012,3671583.9107360584
1020,-2670337.436679172,-4469706.333707115,3671579.8392301174
1021,-2670351.823706828,-4469693.191285004,3671574.3496270967
1022,-2670345.6442207936,-4469707.932768074,3671572.217078173
1023,-2670359.8597964267,-4469694.957239507,3671566.355814632
1024,-2670365.728336931,-4469685.80208175,3671572.9966079458
1025,-2670344.8793759495,-4469708.144080097,3671572.341421222
1026,-2670358.7105471883,-4469695.1894843485,3671566.957180785
1027,-2670336.039266217,-4469713.123125817,3671563.154337891
1028,-2670354.930160356,-4469692.199860792,3671573.4767338596
1029,-2670333.1552211666,-4469709.485060635,3671569.4994356823
1030,-2670347.4324146127,-4469715.692077458,3671556.3245885023
1031,-2670332.1474116934,-4469709.858337255,3671569.724395647
1032,-2670337.195817723,-4469712.704748333,3671562.910995127
1033,-2670348.1253421786,-4469715.443427259,3671556.2973610614
1034,-2670331.1960565266,-4469710.206198979,3671569.870196539
1035,-2670352.687745561,-4469692.909146425,3671574.1356055886
1036,-2670338.5787918447,-4469712.363688601,3671562.531481116
1037,-2670339.6180909765,-4469705.515493381,3671579.459825884
1038,-2670330.0433991323,-4469710.486567277,3671570.363993342
1039,-2670353.749407267,-4469692.581532139,3671573.7992339446
1040,-2670346.0551886763,-4469702.187513852,3671568.3642561533
1041,-2670340.8408899046,-4469705.183015609,3671579.133841001
1042,-2670327.1643557195,-4469709.027209676,3671574.2435424887
1043,-2670335.1325990506,-4469704.480755246,3671583.952059381
1044,-2670365.0624954836,-4469683.431564342,3671576.1715638586
1045,-2670349.064774867,-4469691.528712779,3671578.301761682
1046,-2670328.4922951986,-4469708.657578095,3671573.9729001536
1047,-2670350.140234057,-4469691.203433629,3671577.9353227615
1048,-2670337.228160419,-4469704.023576814,3671583.1289932113
1049,-2670363.0178276636,-4469684.196843614,3671576.8789817155
1050,-2670335.4184188778,-4469710.811385565,3671566.467583173
1051,-2670336.197649615,-4469704.2884949595,3671583.501392013
1052,-2670363.9887032127,-4469683.8172642235,3671576.5501156994
1053,-2670334.512182324,-4469711.063565849,3671566.696490962
1054,-2670338.049445784,-4469703.802938568,3671582.8369456553
1055,-2670322.3301348197,-4469705.863849528,3671581.1472250153
1056,-2670329.4594845893,-4469708.499817003,3671573.603049394
1057,-2670330.9876644416,-4469701.79115377,3671590.3376048803
1058,-2670351.1132651223,-4469690.794393373,3671577.761458087
1059,-2670330.7841363875,-4469708.368306048,3671573.755121849
1060,-2670351.9856679942,-4469690.526254841,3671577.559014323
1061,-2670345.9995280122,-4469704.009596662,3671565.613692839
1062,-2670340.999023985,-4469713.6604830725,3671559.54279372
1063,-2670322.8008549903,-4469703.489496436,3671583.177377709
1064,-2670345.0035300152,-4469704.379348912,3671565.730731593
1065,-2670339.1445923313,-4469707.437726373,3671577.1837475006
1066,-2670343.942116017,-4469697.002193591,3671582.2425121204
1067,-2670343.8693973636,-4469704.593687008,3671566.2046203595
1068,-2670352.8058148925,-4469700.284307432,3671575.877028788
1069,-2670342.1005286546,-4469706.569352825,3671576.460852316
1070,-2670336.488222389,-4469715.015666076,3671560.800456036
1071,-2670356.0451672594,-4469693.63986974,3671570.8778914227
1072,-2670337.5453321775,-4469714.553707326,3671560.6643909644
1073,-2670332.386883484,-4469711.696840516,3671567.3799211783
1074,-2670355.013211469,-4469693.9909544485,3671571.0434892043
1075,-2670338.7255280684,-4469714.263493129,3671560.248977316
1076,-2670340.06894295,-4469707.3591240775,3671576.6972954758
1077,-2670331.454787304,-4469712.003196131,3671567.631101423
1078,-2670354.047145169,-4469694.284504326,3671571.4210845744
1079,-2670347.2553575407,-4469703.502730399,3671565.3192435163
1080,-2670339.62514059,-4469713.888766185,3671560.103946421
1081,-2670341.166040421,-4469706.942068687,3671576.5298620267
1082,-2670328.6099400604,-4469710.535839973,3671571.322864595
1083,-2670336.223219074,-4469706.1028618,3671581.13336382
1084,-2670339.2900310513,-4469696.0065026665,3671585.736819162
1085,-2670365.3890489447,-4469685.241243951,3671573.8681412935
1086,-2670337.114621901,-4469705.694899486,3671580.9653543704
1087,-2670350.3882124284,-4469693.0527948,3671575.5024830475
1088,-2670366.143442801,-4469685.043818501,3671573.52724537
1089,-2670350.159504384,-4469698.823456713,3671579.244722295
1090,-2670351.009272108,-4469699.098863763,3671578.6950201266
1091,-2670357.3753705015,-4469695.115955908,3671568.0281025483
1092,-2670364.400263745,-4469685.609915299,3671574.1713127433
1093,-2670335.9500018107,-4469712.418475184,3671564.1227862225
1094,-2670353.4730729368,-4469692.104885425,3671574.6962246126
1095,-2670336.703453109,-4469712.201247516,3671563.8065244383
1096,-2670331.9013512116,-4469709.465010284,3671570.498756663
1097,-2670347.5850090287,-4469702.444204805,3671570.127174752
1098,-2670331.468166965,-4469703.246183953,3671588.213616961
1099,-2670338.6073616594,-4469705.449457372,3671580.390903336
1100,-2670330.78258186,-4469709.775848656,3671570.8275682204
1101,-2670351.3536702637,-4469692.668794611,3671575.3038100125
1102,-2670339.268005784,-4469704.976411753,3671580.3646767866
1103,-2670329.5422235825,-4469710.010683099,3671571.3706934974
1104,-2670352.3561242004,-4469692.4569105385,3671575.0257485867
1105,-2670342.2111268314,-4469715.40199452,3671557.2347512525
1106,-2670332.9136263197,-4469700.9610299785,3671590.0362511575
1107,-2670347.430066007,-4469705.367161991,3671562.903830459
1108,-2670341.1893907012,-4469715.927388831,3671557.544955751
1109,-2670325.5457775625,-4469705.738736528,3671580.305312411
1110,-2670326.9418857074,-4469705.295048653,3671580.213174793
1111,-2670348.5376872257,-4469705.164811462,3671562.36549742
1112,-2670332.672927791,-4469713.583665116,3671564.7878795913
1113,-2670323.1239416837,-4469705.500180349,3671580.771591882
1114,-2670333.548016179,-4469713.226787637,3671564.656260431
1115,-2670334.8037579213,-4469712.904975945,3671564.189922648
1116,-2670324.4150754325,-4469705.137191,3671580.2085540746
1117,-2670347.398523715,-4469697.843870332,3671579.763819215
1118,-2670342.838784778,-4469708.06645708,3671573.90970506
1119,-2670317.996101221,-4469702.639874488,3671587.60730477
1120,-2670340.385425548,-4469703.327270968,3671570.443428143
1121,-2670356.3898775284,-4469695.486335324,3671568.22317395
1122,-2670349.3786359653,-4469698.665910121,3671579.9649004447
1123,-2670343.4261666005,-4469707.92718239,3671573.722820727
1124,-2670317.2100016004,-4469703.142747142,3671587.7744814097
1125,-2670355.1536196303,-4469695.745835312,3671568.7335188785
1126,-2670345.2639669287,-4469706.267365709,3671563.276681141
1127,-2670354.247729383,-4469696.078675869,3671569.071947455
1128,-2670340.2823464065,-4469716.245144633,3671558.05793593
1129,-2670319.053239313,-4469702.224607467,3671587.155629487
1130,-2670351.447076651,-4469689.96656116,3671578.452239752
1131,-2670338.065315963,-4469709.330279911,3671566.4498181622
1132,-2670338.4515662207,-4469702.897902734,3671583.6062859586
1133,-2670336.963452083,-4469709.785100029,3671566.8341594776
1134,-2670364.4609149294,-4469683.075773186,3671577.088310366
1135,-2670337.5355268135,-4469703.373551279,3671583.572041738
1136,-2670336.0733063756,-4469710.007005425,3671567.0880523166
1137,-2670358.5572725385,-4469692.019564135,3671570.970350284
1138,-2670340.575280109,-4469702.353937861,3671582.815998767
1139,-2670354.5939728585,-4469689.129727465,3671577.3804582534
1140,-2670339.678226163,-4469702.626983285,3671583.2203462557
1141,-2670323.5751152,-4469704.470922741,3671581.154722615
1142,-2670349.36984326,-4469699.651191787,3671572.232363683
1143,-2670352.5745991953,-4469689.613587839,3671578.1507736547
1144,-2670329.941509704,-4469707.278944966,3671574.1783296624
1145,-2670331.860997792,-4469706.385905462,3671573.4567474583
1146,-2670353.8409275096,-4469689.274737006,3671577.801037615
1147,-2670330.7827461115,-4469707.089590365,3671573.851312515
1148,-2670347.5501082144,-4469702.833279659,3671565.794899387
1149,-2670342.1355895177,-4469712.526744486,3671560.006211756
1150,-2670324.170308481,-4469702.335028471,3671583.1175331827
1151,-2670343.26563868,-4469712.271657626,3671559.6536529004
1152,-2670323.1752122277,-4469702.693981175,3671583.437003607
1153,-2670343.5539575,-4469705.484235645,3671576.6710725157
1154,-2670335.018452407,-4469710.317226229,3671567.1468488956
1155,-2670357.4698717445,-4469692.581686625,3671571.0071846447
1156,-2670339.1594211585,-4469713.5375210475,3671560.8306548027
1157,-2670344.7206925447,-4469705.121040218,3671576.440016384
1158,-2670333.9642981254,-4469710.453980594,3671567.6913181646
1159,-2670356.5833796584,-4469692.869873675,3671571.3510452993
1160,-2670349.709088822,-4469702.067800732,3671565.229718789
1161,-2670339.9877948454,-4469713.214332114,3671560.5538438787
1162,-2670355.673599793,-4469693.17333184,3671571.572336685
1163,-2670348.588199477,-4469702.694623317,3671565.4025361864
1164,-2670341.150164784,-4469712.895547774,3671560.1513077924
1165,-2670342.4537901366,-4469705.8787733605,3671576.885230625
1166,-2670338.643071666,-4469704.470072463,3671581.3421448655
1167,-2670346.016101839,-4469706.744847383,3671573.419459641
1168,-2670359.897629984,-4469693.583009202,3671567.9557564245
1169,-2670365.7707126364,-4469684.410892837,3671574.441014262
1170,-2670358.878872559,-4469693.997281864,3671568.225437708
1171,-2670336.0022488823,-4469711.853285917,3671564.6648576465
1172,-2670341.945103256,-4469703.747586857,3671580.1409365092
1173,-2670354.8178463564,-4469690.908630281,3671575.1538923117
1174,-2670334.5877383216,-4469708.374608539,3671570.5328051588
1175,-2670337.304290485,-4469711.418700324,3671564.2841655845
1176,-2670355.9058368974,-4469690.620438125,3671574.7162729427
1177,-2670333.5108976928,-4469708.386916153,3671571.313258984
1178,-2670338.407852369,-4469711.310818197,3671563.910938461
1179,-2670352.8832283155,-4469691.428446752,3671575.733110041
1180,-2670332.2255637157,-4469708.625758671,3671571.3139435556
1181,-2670340.0428114217,-4469704.355005875,3671580.6254027723
1182,-2670339.517955427,-4469710.857057972,3671563.7266681627
1183,-2670353.9332138277,-4469691.268602441,3671575.271396555
1184,-2670331.294467085,-4469708.96643304,3671571.4019719516
1185,-2670341.021622273,-4469704.014959311,3671580.5194129245
1186,-2670342.514288543,-4469714.609755229,3671557.6282377704
1187,-2670334.934354893,-4469699.93867325,3671589.657030024
1188,-2670349.0200746977,-4469704.327203831,3671562.9607536006
1189,-2670343.508601871,-4469714.363063381,3671557.2772243232
1190,-2670333.7554127886,-4469700.528916637,3671589.8469200986
1191,-2670349.7210301347,-4469704.163198785,3671562.790813424
1192,-2670344.64203833,-4469713.757241983,3671557.121774358
1193,-2670324.563735932,-4469704.1375797205,3671580.7744107163
1194,-2670351.0659790076,-4469703.64787715,3671562.4767457005
1195,-2670335.181117875,-4469712.054688898,3671564.9455040903
1196,-2670325.444648607,-4469703.712905664,3671580.616917083
1197,-2670343.849871056,-4469707.313415911,3671574.158892406
1198,-2670319.4720593216,-4469701.379748713,3671587.7710322444
1199,-2670357.838512224,-4469694.3037651405,3671568.6065242817
1200,-2670356.915103079,-4469694.569565956,3671568.935028632
1201,-2670318.6759164883,-4469701.824290745,3671587.8259740714
1202,-2670321.4595696013,-4469700.592854408,3671588.046678426
1203,-2670347.277747203,-4469697.118019662,3671578.793987069
1204,-2670342.429461362,-4469707.754146669,3671574.2030689353
1205,-2670341.568786553,-4469714.857645795,3671557.925257305
1206,-2670320.539794097,-4469701.098748977,3671587.391189772
1207,-2670347.7106984286,-4469704.749934891,3671563.3438103725
1208,-2670322.971277627,-4469702.332182391,3671584.246449236
1209,-2670347.1474923594,-4469708.132198651,3671570.734250131
1210,-2670351.5109274182,-4469698.420934747,3671576.3019014015
1211,-2670326.327254921,-4469703.348690306,3671584.9976329207
1212,-2670359.076148905,-4469695.805831165,3671565.8958528084
1213,-2670352.1904471247,-4469699.095650948,3671576.5497922227
1214,-2670346.13031005,-4469708.30585474,3671571.1555573205
1215,-2670334.578900747,-4469709.794469895,3671568.321186143
1216,-2670356.2703657304,-4469692.333944384,3671572.2598511865
1217,-2670337.434377669,-4469713.440234924,3671561.8837620206
1218,-2670342.37691207,-4469705.381746745,3671577.74912841
1219,-2670355.2057875744,-4469692.619805824,3671572.631546291
1220,-2670333.3887251453,-4469710.192169629,3671568.441072981
1221,-2670338.7127142614,-4469713.030362882,3671561.6803425117
1222,-2670362.9291719515,-4469683.017687672,3671578.472614917
1223,-2670354.307051111,-4469693.015913664,3671572.801920674
1224,-2670332.538496721,-4469710.460552824,3671568.7135711694
1225,-2670339.765607851,-4469712.7609697655,3671561.2280781255
1226,-2670340.0762747503,-4469706.089773848,3671578.347926304
1227,-2670341.058048379,-4469712.314961498,3671560.9717882895
1228,-2670347.1660526227,-4469702.281391507,3671566.8261634903
1229,-2670341.080763061,-4469705.746962365,3671578.0539722173
1230,-2670334.888842062,-4469701.706480276,3671587.6385274148
1231,-2670326.907423614,-4469705.5990547445,3671577.8664927767
1232,-2670345.015141055,-4469715.719849066,3671554.8416173575
1233,-2670333.7147573656,-4469701.995039775,3671588.276103727
1234,-2670349.950507941,-4469688.10471916,3671581.8541561174
1235,-2670327.872049776,-4469705.224280842,3671577.4154144907
1236,-2670350.062962953,-4469705.885895183,3671560.5641734144
1237,-2670343.7524641533,-4469716.124977659,3671555.2813185686
1238,-2670336.85469259,-4469700.955009495,3671587.1786862854
1239,-2670351.102710206,-4469705.656353611,3671560.2286920645
1240,-2670336.000518638,-4469701.179496366,3671587.472567179
1241,-2670347.9285838287,-4469688.84156421,3671582.3203832842
1242,-2670325.973090373,-4469705.8736685505,3671578.416804505
1243,-2670352.242718812,-4469705.477257886,3671559.9497943628
1244,-2670319.818201256,-4469703.323533735,3671585.101258685
1245,-2670358.1267822976,-4469696.159557052,3671566.1195115005
1246,-2670345.5310533443,-4469708.282838107,3671571.6336559625
1247,-2670350.0734461993,-4469697.780836477,3671576.8362165634
1248,-2670351.165638093,-4469687.663637492,3671581.509560102
1249,-2670321.74461788,-4469702.603099208,3671584.6323865107
1250,-2670320.8637938034,-4469702.842719997,3671584.961769479
1251,-2670342.0109651233,-4469713.995944213,3671558.6132577187
1252,-2670346.370330471,-4469704.483783134,3671564.616865514
1253,-2670343.098333702,-4469713.633390882,3671558.2660154314
1254,-2670345.4285506546,-4469704.796379746,3671564.953877463
1255,-2670323.1908477,-4469704.00261833,3671581.8432009974
1256,-2670324.182804174,-4469703.622721249,3671581.620428534
1257,-2670318.253950536,-4469701.366996961,3671588.960259292
1258,-2670334.9345187214,-4469711.569338378,3671565.848814019
1259,-2670356.4919156265,-4469694.1776305875,3671569.8011386553
1260,-2670357.4112266563,-4469693.887168369,3671569.5054180655
1261,-2670342.268939778,-4469707.205646494,3671575.3105780766
1262,-2670317.3991574296,-4469701.835813819,3671589.166425987
1263,-2670355.3647792004,-4469694.641863979,3671569.985058227
1264,-2670349.5443664356,-4469703.541934868,3671563.6524702255
1265,-2670343.5718015707,-4469706.7779243495,3671575.0937469336
1266,-2670340.0021440266,-4469714.662331984,3671559.1897651195
1267,-2670348.447067285,-4469703.796321442,3671564.103143419
1268,-2670319.2160940184,-4469700.846075763,3671588.8259136234
1269,-2670341.2483252143,-4469714.359698308,3671558.6207629438
1270,-2670330.052808672,-4469703.998540083,3671581.969095156
1271,-2670341.47889206,-4469707.345930054,3671575.67722784
1272,-2670347.4864048627,-4469704.110380342,3671564.262000385
1273,-2670349.079249652,-4469690.171324979,3671579.829105779
1274,-2670327.410647612,-4469707.704876304,3671575.8201395045
1275,-2670335.355736604,-4469703.337933529,3671585.1728218547
1276,-2670328.496971033,-4469707.037574567,3671575.5485009486
1277,-2670350.0919468035,-4469689.861747372,3671579.5581295732
1278,-2670337.36854774,-4469702.667179869,3671584.8405720885
1279,-2670357.4511880954,-4469691.950698965,3671571.887377078
1280,-2670335.541857603,-4469709.447802995,3671568.217383241
1281,-2670336.091019852,-4469702.9326130515,3671585.25262388
1282,-2670352.7044658996,-4469707.593732125,3671557.9550657645
1283,-2670322.277870498,-4469704.27061397,3671582.2997067566
1284,-2670338.3575544846,-4469702.445094871,3671584.3427114533
1285,-2670351.235876532,-4469689.591332397,3671579.214075169
1286,-2670329.3112309957,-4469707.085305043,3671575.0579262148
1287,-2670352.378564602,-4469689.004799575,3671579.1840890246
1288,-2670325.699147862,-4469709.99514682,3671573.958947785
1289,-2670333.653485691,-4469705.814893224,3671583.303780156
1290,-2670347.507636448,-4469692.748303004,3671578.021142872
1291,-2670326.8625470744,-4469709.678508199,3671573.5703544277
1292,-2670331.8556486657,-4469706.135312631,3671583.2651600516
1293,-2670348.564725842,-4469692.469821231,3671577.663212919
1294,-2670350.2257198123,-4469710.506120384,3671556.6215040223
1295,-2670335.859575928,-4469704.959596506,3671582.899564522
1296,-2670345.5514241033,-4469693.311631807,3671578.666993228
1297,-2670324.8872122485,-4469710.280190302,3671574.0108739305
1298,-2670351.372226193,-4469710.029409541,3671556.265924705
1299,-2670334.7099179015,-4469705.264056905,3671583.3966111355
1300,-2670362.552659517,-4469684.972573441,3671576.44977247
1301,-2670346.333586108,-4469692.916163141,3671578.4764256193
1302,-2670327.5349463373,-4469703.388258931,3671590.7627758416
1303,-2670319.578164723,-4469707.3805332035,3671581.0596716
1304,-2670320.837434344,-4469707.112062859,3671580.871795681
1305,-2670328.115717449,-4469709.395602419,3671573.248859851
1306,-2670329.3938755067,-4469702.751890565,3671590.3792068837
1307,-2670349.678846869,-4469691.8909905,3671577.5409022197
1308,-2670328.5401425753,-4469703.102150706,3671590.4170200257
1309,-2670344.615863136,-4469705.161513518,3671565.1513572936
1310,-2670351.998931105,-4469701.251210796,3671575.5153642492
1311,-2670343.573836265,-4469705.407576241,3671565.5203313436
1312,-2670342.5434612725,-4469705.836738995,3671565.6594661656
1313,-2670341.344124499,-4469705.951232152,3671566.318483325
1314,-2670351.475931425,-4469701.571992734,3671575.7126460914
1315,-2670357.4912713715,-4469698.153801714,3671564.167095795
1316,-2670333.0210404154,-4469712.254644272,3671566.350825822
1317,-2670334.874808131,-4469716.209255329,3671560.764682823
1318,-2670346.5351172285,-4469698.69935103,3671582.2208821545
1319,-2670316.5749684046,-4469702.813050527,3671589.9449395915
1320,-2670338.2081559333,-4469703.238237536,3671572.0378870405
1321,-2670353.7682294454,-4469695.144056651,3671570.721379619
1322,-2670332.001327364,-4469712.497804855,3671566.6899073245
1323,-2670336.1946061067,-4469715.8048135815,3671560.4210866787
